entertainment_id,type,title,description,rating,content_rating_id,release_year,number_of_reviews
194,Anime,"Android Ana Maico 2010","In the year 2010, the Japanese radio industry is in decline. To reverse their flagging ratings, a station staffed with perennial losers makes a daring gamble: to hire the industry's first android on-air host. Maico is cute, but it will take more than novelty to win over the fickle audience -- especially with a crew as inept as this one.",6.55,"PG-13 - Teens 13 or older",1998,1205
446,Anime,"Tenshi no Tamago","The surrealist world of Tenshi no Tamago is desolate and devoid of the bustle of traditional everyday life. Instead, the world is filled with ominous phenomena, including floating orbs populated with statues of goddesses, gargantuan army tanks that seem to move unmanned, armies of fishermen who chase after the shadows of nonexistent fish, and caverns solely decorated with glass vessels of water. In this run-down world, a young girl takes care of a large egg and scavenges for food and drink. She encounters a mysterious man with a cross over his shoulder, who soon becomes curious about who she is and what her egg contains. They decide to explore the lost and broken landscape together, questioning each other about the nature of faith, the purpose of the world, and the origins of their lives. [Written by MAL Rewrite]",7.71,"PG-13 - Teens 13 or older",1985,56998
362,Anime,"Dragon Ball Movie 2: Majinjou no Nemurihime","Goku and Kuririn are given an assignment by Kame-Sen'nin: ""Retrieve the sleeping princess from Lucifer and I will take you as my students."" But the mission proves to be more perilous than originally thought. (Source: ANN)",6.73,"PG-13 - Teens 13 or older",1987,34514
252,Anime,"Shin Chou Kyou Ryo: Condor Hero","Youka is a young 13-year-old boy. One day, his Uncle, Kakusei, has him follow in his steps of martial arts and has him study the art of Zenshinkyou. After being mistreated, Youka runs away Zenshinkyou. He stumbles on a Forbidden Tomb where he finds a beautiful young woman, by the name of Shouryuujo. After a short time, Youka is eventually accepted by Shouryuujo to study the techniques of the Koboha under her, and thus begins their adventure through martial arts and love. (Source: ANN)",7.28,"PG-13 - Teens 13 or older",2001,2779
307,Anime,"Love Hina: Motoko no Sentaku, Koi ka Ken... ""Naku na""","Out of nowhere, Motokos' sister (Tsuroko) appears and is ready to pass on the dojo. However, Motoko is still not quite as strong as her sister and when her big sister finds out about this, she gives Motoko an ultimatum- Motoko must beat her sister or marry Keitaro! (Source: Animelover27)",7.22,"PG-13 - Teens 13 or older",2000,21968
187,Anime,"Hit wo Nerae!","Mitsuki Ikuta works for the Houchiku Corporation, making movies. To all who know her, she is perceived as being a very infantile woman, still wearing childish fashions. A fan of the detective movie genre, she suddenly finds herself chosen to be the main producer of a new film—but it's a ""hero movie"" (a genre generally considered childish). Determined to succeed, regardless, she takes on the job. (Source: ANN)",5.49,"R+ - Mild Nudity",2004,2472
202,Anime,"Honoo no Mirage: Minagiwa no Hangyakusha","Takaya was sent to Kyoto to investigate the re-awakening of Ikko sect and Araki Murashige, a member of the Ikko sect who deserted the clan.With the help of his vassal Haruie, Takaya is finally successful in tracing Araki who hunts down a 400-years-old mandala (Buddhist artifact for meditating) that was made of the hair of the deceased Araki clansmen. Unfortunately, by the time they meet, Haruie recognizes Araki as Shintarou, her lover in her past-life. Takaya orders her to eliminate Araki, who is a threat, but will she be able to do it. Furthermore Takaya finally meets Naoe...  (Source: ANN)",6.81,"R - 17+ (violence & profanity)",2004,4064
192,Anime,"Hikari to Mizu no Daphne","In the future, water has covered much of the Earth due to the effects of global warming. The orphaned Maia Mizuki, 15, just graduated from middle school and has already applied for employment in the elite paramilitary Ocean Agency, part of the futuristic world government. Only the best, most intelligent, and physically fit students are eligible for admission. Maia, the series' protagonist, is set to become one of the few. But her ideal life quickly falls apart. To her disappointment, Maia unexpectedly fails her entrance exams. Making matters worse, she promptly gets evicted from her house, pick pocketed, taken hostage, then shot. She is ""saved"" by two women (Rena and Shizuka) that are part of an unorthodox help-for-hire organization called Nereids (inspired by the Greek mythological Nereids ). With nowhere to go, Maia joins up with Nereids, taking jobs from capturing wanted criminals to chasing stray cats, often with unexpected results. Gloria and Yu later join up with Nereids. ""Daphne"" in the title refers to a subplot that starts midway into the series and eventually become important to Maia. ""Brilliant Blue"" refers to the fact that this is a world covered by water with almost no land. The world consists of vast oceans, a few islands, and floating cities. (Source: Wikipedia)",6.78,"PG-13 - Teens 13 or older",2004,4936
443,Anime,Interlude,"The unnamed main character has been having strange dreams, seeing strange things, and meeting strange people. He investigates these events and finds a strange girl named Aya. With her help, he discovers that his world may not in fact be real and many of the people he thinks he knows may not exist anymore. (Source: FUNimation)",6.37,"R - 17+ (violence & profanity)",2004,4995
354,Anime,"Soreyuke! Uchuu Senkan Yamamoto Youko","Meet Yohko Yamamoto - a cat-eyed, 15-year-old girl in the late 20th century with a love for videogames and Pocky. Because of her exceptional talent with arcade shooters, she's been recruited by Lawson to travel a thousand years into the future to pilot the prototype ship TA-29. Together with Ayano Elizabeth Hakuhoin, Madoka Midoh and Momiji Kagariya, Yohko leads the Terran team against Rouge and Ness' infamous Red Snappers in this epic space adventure.  (Source: ANN)",6.05,"PG-13 - Teens 13 or older",1996,1331
345,Anime,Windaria,"The non-aggression pact between the flourishing maritime city of Itha and the barren military state of Paro comes to an end when the latter's greedy monarch attempts to sabotage Itha and target its riches. Following this dreadful incident, the escalating animosity on each side disturbs the happiness of Itha's princess Ahnas and Paro's prince Jill, both of whom are deeply in love. The peaceful farmers from the village of Saki are worried as well. With their land separating Itha and Paro, they risk getting caught in the crossfire of an upcoming battle. Yet there is one among them that does not share such fear. Izu—an ambitious, energetic young man—sees this war as an opportunity to gain fame and wealth. Enticed by Paro's promise of a generous reward, he readily answers the kingdom's call for help, vowing to his beloved wife Marin that they will soon reunite. Feeling heartbroken, Marin becomes engrossed in prayer for her husband's safe return. Meanwhile, Ahnas and Jill are determined to not let their positions or their families' hostilities come between them. But will these young people's genuine love prevail over human foolishness and vices, or will it be sacrificed to petty ambitions? [Written by MAL Rewrite]",6.49,"R+ - Mild Nudity",1986,3859
